codigo,codigo_padre,descripcion,fecha_desde,impuestos_cliente,impuestos_proveedor
291,29,CUERO CURTIDO O ADOBADO; CUERO ARTIFICIAL O REGENERADO,2008-01-23,,
2911,291,CUERO AGAMUZADO; CHAROL Y CHAROL LAMINADO; CUERO METALIZADO,2008-01-25,,
29110,2911,CUERO AGAMUZADO; CHAROL Y CHAROL LAMINADO; CUERO METALIZADO,2008-01-25,,
29110,29110,"CUERO  AGAMUZADO  (INCLUSO  GAMUZA  ARTIFICIAL):  PIELES  DE ANIMALES  CURTIDAS  AL  ACEITE,  PIELES  DE  CIERVA,  DE CORDERO,  DE OVEJA,  AGAMUZADOS",2008-01-25,,
29110.01,29110,"CHAROL Y CHAROL LAMINADO; CUERO METALIZADO: CUERO ALUMINIZADO, BARNIZADO, BRONCEADO, DORADO, ETC.",2008-01-25,,
29110.01.1,29110.01,ESCUDOS EN BRONCE,,,
2912,291,OTROS CUEROS DE BOVINOS Y EQUINOS DEPILADOS,2008-01-25,,
29120,2912,OTROS CUEROS DE BOVINOS Y EQUINOS DEPILADOS,2008-01-25,,
29120,29120,"OTROS CUEROS ENTEROS DE BOVINOS, DEPILADOS DE UNA SUPERFICIE POR PIEZA NO SUPERIOR A 2.6 M2. (28 PIES CUADRADOS) (EXCEPTO CUEROS AGAMUZADOS Y CHAROL)",2008-01-25,,
29120.00.1,29120,"OTROS CUEROS ENTEROS DE BOVINOS, DEPILADOS DE UNA SUPERFICIE POR PIEZA NO SUPERIOR A 2.6 M2. (28 PIES CUADRADOS) (EXCEPTO CUEROS AGAMUZADOS Y CHAROL)",,,
29120.1,29120,"OTROS CUEROS DE BOVINO, DEPILADOS, CURTIDOS O VUELTOS A CURTIR, PERO SIN PREPARACION POSTERIOR, INCLUSO DIVIDIDOS",2008-01-25,,
29120.10.1,29120.1,CUERO VACUNO PARA MARROQUINERIA,,,
29120.10.2,29120.1,CUERO VACUNO PARA CONFECCION,,,
29120.10.3,29120.1,CUERO VACUNO PARA FORRO DE CALZADO,,,
29120.10.4.1,29120.1,CUERO VACUNO PARA CALZADO,,,
29120.11,29120,"CUEROS DE EQUINO, DEPILADOS, CURTIDOS O VUELTOS A CURTIR, PERO SIN PREPARACIÓN POSTERIOR, INCLUSO DIVIDIDOS",2008-08-14,,
29120.12,29120,"OTROS CUEROS DE BOVINOS Y EQUINOS, DEPILADOS, APERGAMINADOS O PREPARADOS DESPUES DE CURTIR: CUERO DE BOVINO, PARA SUELAS",2008-01-25,,
29120.12.1,29120.12,"OTROS CUEROS DE BOVINOS Y EQUINOS, DEPILADOS, APERGAMINADOS O PREPARADOS DESPUES DE CURTIR: CUERO DE BOVINO, PARA SUELAS",,,
2913,291,OTROS CUEROS  DEPILADOS (INCLUSO DE OVINOS  DE CORDERO  DE CABRA O DE CABRITILLA); CUERO ARTIFICIAL O REGENERADO QUE CONTENGA CUERO O FIBRAS DE CUERO,2008-01-25,,
29130,2913,"OTROS CUEROS, DEPILADOS (INCLUSO DE OVINOS, DE CORDERO, DE CABRA O DE CABRITILLA); CUERO ARTIFICIAL O REGENERADO QUE CONTENGA CUERO O FIBRAS DE CUERO",2008-01-25,,
29130,29130,"CUERO REGENERADO QUE CONTENGA CUERO O FIBRAS DE CUERO, EN PLANCHAS, HOJAS O TIRAS, ENROLLADAS O NO (TAFILETE, RUSO).",2008-01-25,,
29130.00.1,29130,"CUERO REGENERADO QUE CONTENGA CUERO O FIBRAS DE CUERO, EN PLANCHAS, HOJAS O TIRAS, ENROLLADAS O NO (TAFILETE, RUSO).",,,
29130.1,29130,"CUEROS DE OVINOS O DE CORDEROS SIN LANA, CURTIDO O VUELTO A CURTIR, PERO SIN OTRA PREPARACION, DIVIDIDOS O NO: ANTE HECHO DE PIEL DE OVEJA PARTIDA, BADANAS, CUERO DE CORDERO CURTIDO CON MATERIA VEGETAL Y QUE NECESITA CURTIRSE MAS, ETC.",2008-01-25,,
29130.10.1,29130.1,CUERO OVINO PARA CALZADO,,,
29130.11,29130,"CUEROS DE OVINOS O DE CORDEROS SIN LANA, APERGAMINADO O PREPARADO DESPUES DE CURTIR",2008-01-25,,
29130.11.1,29130.11,CUERO OVINO PARA CONFECCION,,,
29130.2,29130,"CUERO DE CABRAS O CABRITILLAS DEPILADO, CURTIDO O VUELTO A CURTIR, PERO SIN OTRA PREPARACION, DIVIDIDOS O NO",2008-01-25,,
29130.20.1,29130.2,PIEL DE CABRA,,,
29130.21,29130,"CUERO DE CABRAS O CABRITILLAS DEPILADO, APERGAMINADO O PREPARADO DESPUES DE CURTIR",2008-01-25,,
29130.21.1,29130.21,CUERO CAPRINO PARA CALZADO,,,
29130.21.2,29130.21,CUERO CAPRINO PARA CONFECCION,,,
29130.3,29130,"CUERO DE CERDO DEPILADOS: CUERO DE CERDO APERGAMINADO, DEPILADO SIN MAS ELABORACION QUE EL CURTIDO, ETC.",2008-01-25,,
29130.30.1,29130.3,PIEL DE CERDO,,,
29130.30.2,29130.3,CUERO PORCINO PARA CALZADO,,,
29130.30.3,29130.3,CUERO PORCINO PARA CONFECCION ,,,
29130.31,29130,"CUERO DE REPTILES DEPILADOS: CUERO DE CAIMAN, DE COCODRILO, DE LAGARTO,  DE SAURIO, DE SERPIENTE, ETC.",2008-01-25,,
29130.31.1,29130.31,PIEL DE REPTILES,,,
29130.31.2,29130.31,CUERO DE ANIMALES EXOTICOS,,,
29130.39,29130,"CUEROS DE OTROS ANIMALES DEPILADOS: CUERO DE ALCE, ANTILOPE, AVESTRUZ, CAMELLO, CIERVO, FOCA, PERRO, PESCADO, RENO, TIBURON, ETC.",2008-01-25,,
29130.39.1,29130.39,PIEL DE TIBURON,,,
292,29,"MALETAS,  BOLSOS DE MANO Y ARTICULOS SIMILARES; ARTICULOS DE TALABARTERIA Y GUARNICIONERIA; OTROS ARTICULOS DE CUERO",2008-01-23,,
2921,292,ARTICULOS DE TALABARTERIA Y GUARNICIONERIA PARA TODA CLASE DE ANIMALES  DE CUALQUIER MATERIAL,2008-01-25,,
29210,2921,"ARTICULOS DE TALABARTERIA Y GUARNICIONERIA PARA TODA CLASE DE ANIMALES, DE CUALQUIER MATERIAL",2008-01-25,,
29210,29210,"ARTICULOS DE TALABARTERIA Y GUARNICIONERIA PARA TODA CLASE DE ANIMALES Y DE CUALQUIER MATERIAL: SILLAS DE MONTAR, ARREOS, TIRAS, RIENDAS, RODILLERAS, FRENILLOS, SUDADEROS, ALFORJAS, GUALDRAPAS PARA PERROS Y OTROS ANALOGOS.",2008-01-25,,
29210.00.1,29210,"ARTICULOS DE TALABARTERIA Y GUARNICIONERIA PARA TODA CLASE DE ANIMALES Y DE CUALQUIER MATERIAL: SILLAS DE MONTAR, ARREOS, TIRAS, RIENDAS, RODILLERAS, FRENILLOS, SUDADEROS, ALFORJAS, GUALDRAPAS PARA PERROS Y OTROS ANALOGOS.",,,
2922,292,MALETAS  BOLSOS DE MANO Y ARTICULOS SIMILARES DE CUERO NATURAL  ARTIFICIAL O REGENERADO  DE HOJAS DE PLASTICOS  DE TELA  DE FIBRA VULCANIZADA O DE CARTON; JUEGOS DE VIAJE PARA TOCADOR  COSTURA O LIMPIEZA DE CALZADO O ROPA,2008-01-25,,
29220,2922,"MALETAS, BOLSOS DE MANO Y ARTICULOS SIMILARES DE CUERO NATURAL, ARTIFICIAL O REGENERADO, DE HOJAS DE PLASTICOS, DE TELA, DE FIBRA VULCANIZADA O DE CARTON; JUEGOS DE VIAJE PARA TOCADOR, COSTURA O LIMPIEZA DE CALZADO O ROPA",2008-01-25,,
29220,29220,"BOLSOS DE MANO, CARTERAS, TENGAN O NO CORREA PARA LLEVAR AL HOMBRO  (INCLUSO LOS QUE NO TIENEN MANIJA), CON LA SUPERFICIE EXTERIOR DE CUERO NATURAL, ARTIFICIAL O REGENERADO O DE CHAROL",2008-01-25,,
29220.00.1,29220,"BOLSOS DE MANO, CARTERAS, TENGAN O NO CORREA PARA LLEVAR AL HOMBRO  (INCLUSO LOS QUE NO TIENEN MANIJA), CON LA SUPERFICIE EXTERIOR DE CUERO NATURAL, ARTIFICIAL O REGENERADO O DE CHAROL",,,
29220.01,29220,"BOLSOS DE MANO, CARTERAS TENGAN O NO CORREA PARA LLEVAR AL HOMBRO, MOCHILAS  (INCLUSO LOS QUE NO TIENEN MANIJA), CON LA SUPERFICIE EXTERIOR DE TELA, CUERO O MATERIAL FLEXIBLE PLASTICO",2008-01-25,,
29220.01.1,29220.01,"BOLSOS DE MANO, CARTERAS, MOCHILAS CON SUPERFICIE  EXTERIOR DE CUERO, TELA O PLASTICO",,,
29220.02,29220,"OTROS BOLSOS DE MANO, CARTERAS, TENGAN O NO CORREA PARA LLEVAR AL HOMBRO  (INCLUSO LOS QUE NO TIENEN MANIJA), CON LA SUPERFICIE EXTERIOR DE OTROS MATERIALES, POR EJEMPLO: MATERIALES TRENZABLES",2008-01-25,,
29220.02.1,29220.02,"OTROS BOLSOS DE MANO, CARTERAS, TENGAN O NO CORREA PARA LLEVAR AL HOMBRO  (INCLUSO LOS QUE NO TIENEN MANIJA), CON LA SUPERFICIE EXTERIOR DE OTROS MATERIALES, POR EJEMPLO: MATERIALES TRENZABLES",,,
29220.1,29220,"MALETAS Y BAULES, NECESERES, MALETINES PARA DOCUMENTOS, PORTAFOLIOS, MALETAS ESCOLARES Y ARTICULOS SIMILARES, CON LA SUPERFICIE EXTERIOR DE CUERO NATURAL, ARTIFICIAL O REGENERADO O DE CHAROL",2008-01-25,,
29220.10.1,29220.1,MALETAS,,,
29220.10.2,29220.1,PORTAFOLIO EN CUERO,,,
29220.11,29220,"MALETAS Y BAULES, NECESERES, MALETINES PARA DOCUMENTOS, PORTAFOLIOS, MALETAS ESCOLARES Y ARTICULOS SIMILARES, CON LA SUPERFICIE EXTERIOR DE MATERIALES PLASTICOS O DE TELA",2008-01-25,,
29220.11.1,29220.11,MALETAS,,,
29220.12,29220,"OTRAS MALETAS  Y  BAULES,  NECESERES,  MALETINES  PARA  DOCUMENTOS, PORTAFOLIOS,  MALETAS  ESCOLARES Y ARTICULOS SIMILARES,  CON  LA  SUPERFICIE EXTERIOR DE OTROS MATERIALES, POR EJEMPLO: MATERIALES TRENZABLES",2008-01-25,,
29220.12.1,29220.12,MALETIN,,,
29220.12.2,29220.12,PORTAFOLIO DE NYLON,,,
29220.2,29220,"JUEGOS  DE  VIAJES  PARA  TOCADOR,  COSTURA,  O  LIMPIEZA  DE CALZADO O  ROPA",2008-01-25,,
29220.20.1,29220.2,"JUEGOS  DE  VIAJES  PARA  TOCADOR,  COSTURA,  O  LIMPIEZA  DE CALZADO O  ROPA",,,
29220.3,29220,"ARTICULOS DE LOS QUE SE LLEVAN NORMALMENTE EN EL BOLSILLO O BOLSO DE MANO, CON LA CUBIERTA EXTERIOR DE CUERO, PLASTICO U OTRO MATERIAL: BILLETERAS, BOLSAS PARA TABACO, ESTUCHES DE ANTEOJOS, DE CIGARRILLOS, DE PLUMAS, DE GEMELOS, MONEDEROS, POLVERAS,ETC.",2008-01-25,,
29220.30.1,29220.3,"ARTICULOS DE LOS QUE SE LLEVAN NORMALMENTE EN EL BOLSILLO O BOLSO DE MANO, CON LA CUBIERTA EXTERIOR DE CUERO, PLASTICO U OTRO MATERIAL: BILLETERAS, BOLSAS PARA TABACO, ESTUCHES DE ANTEOJOS, DE CIGARRILLOS, DE PLUMAS, DE GEMELOS, MONEDEROS, POLVERAS,ETC.",,,
29220.39,29220,"OTROS ARTICULOS DE VIAJE, BOLSAS DE MANO Y CONTENEDORES SIMILARES, DE CUERO, PLASTICO U OTROS MATERIALES: BOLSAS DE VIAJE, DE COMPRA, DE GOLF, PARA HERRAMIENTAS, PARA ZAPATOS, PARA VESTIDOS, ESTUCHES DE CAMARAS FOTOGRAFICAS, CEPILLOS, JOYAS, MAPAS,ETC.",2008-01-25,,
29220.39.1,29220.39,"OTROS ARTICULOS DE VIAJE, BOLSAS DE MANO Y CONTENEDORES SIMILARES, DE CUERO, PLASTICO U OTROS MATERIALES: BOLSAS DE VIAJE, DE COMPRA, DE GOLF, PARA HERRAMIENTAS, PARA ZAPATOS, PARA VESTIDOS, ESTUCHES DE CAMARAS FOTOGRAFICAS, CEPILLOS, JOYAS, MAPAS,ETC.",,,
2923,292,CORREAS PARA RELOJES DE BOLSILLO O PULSERAS  EXCEPTO DE METAL,2008-01-25,,
29230,2923,"CORREAS PARA RELOJES DE BOLSILLO O PULSERAS, EXCEPTO DE METAL",2008-01-25,,
29230,29230,"CORREAS, CINTAS Y PULSERAS PARA RELOJES DE BOLSILLO Y DE PULSERA Y SUS PARTES Y PIEZAS, EXCEPTO DE METAL",2008-01-25,,
29230.00.1,29230,"CORREAS, CINTAS Y PULSERAS PARA RELOJES DE BOLSILLO Y DE PULSERA Y SUS PARTES Y PIEZAS, EXCEPTO DE METAL",,,
2929,292,OTROS ARTICULOS DE CUERO NATURAL O REGENERADO (INCLUSO ARTICULOS DEL TIPO UTILIZADO EN MAQUINARIA O APARATOS MECANICO O PARA OTROS USOS) N.C.P.,2008-01-25,,
29290,2929,OTROS ARTICULOS DE CUERO NATURAL O REGENERADO (INCLUSO ARTICULOS DEL TIPO UTILIZADO EN MAQUINARIA O APARATOS MECANICO O PARA OTROS USOS) N.C.P.,2008-01-25,,
29290,29290,"ARTICULOS DE CUERO NATURAL O SINTETICO DEL TIPO UTILIZADO EN MAQUINARIAS O ARTEFACTOS MECANICOS O PARA OTROS FINES TECNICOS: CORREAS DE TRANSMISION, TRANSPORTADORAS, MANGUERAS, JUNTAS, TUBOS, PIEZAS DE CUERO PARA BOMBAS, VALVULAS, ETC.",2008-01-25,,
29290.00.1,29290,"ARTICULOS DE CUERO NATURAL O SINTETICO DEL TIPO UTILIZADO EN MAQUINARIAS O ARTEFACTOS MECANICOS O PARA OTROS FINES TECNICOS: CORREAS DE TRANSMISION, TRANSPORTADORAS, MANGUERAS, JUNTAS, TUBOS, PIEZAS DE CUERO PARA BOMBAS, VALVULAS, ETC.",,,
29290.09,29290,"OTROS ARTICULOS DE CUERO NATURAL O REGENERADO: ADORNOS DE CUERO PARA PARAGUAS, AGARRADORES, ARNESES, CANTIMPLORAS, BOTELLAS DE AGUA, ALFOMBRILLAS, CORDONES DE BOTA O ZAPATO, CORREAS DE AFILAR NAVAJAS, ETIQUETAS DE EQUIPAJE, FUNDAS PARA BASTONES, ETC.",2008-01-25,,
29290.09.1,29290.09,PORTA CANTIMPLORA,,,
293,29,"CALZADO CON SUELA Y PALAS DE CAUCHO O MATERIAS PLASTICAS, O CON SUELA Y PALAS DE CUERO O MATERIAS TEXTILES, EXCEPTO CALZADO DEPORTIVO, CALZADO CON PUNTERA PROTECTORA DE METAL Y CALZADO ESPECIAL DIVERSO",2008-01-23,,
2931,293,CALZADO IMPERMEABLE CON SUELA Y PALAS DE CAUCHO O DE MATERIAS PLASTICAS  EXCEPTO CALZADO CON PUNTERA PROTECTORA DE METAL,2008-01-25,,
29310,2931,"CALZADO IMPERMEABLE CON SUELA Y PALAS DE CAUCHO O DE MATERIAS PLASTICAS, EXCEPTO CALZADO CON PUNTERA PROTECTORA DE METAL",2008-01-25,,
29310,29310,"CALZADO N.C.P. IMPERMEABLE CON SUELA Y PALAS DE CAUCHO, O DE MATERIAS PLASTICAS, EXCEPTO CALZADO CON PUNTERA PROTECTORA DE METAL: BOTAS DE AGUA, DE NIEVE, DE PESCADOR, CHANCLOS IMPERMEABLES, CALZADO IMPERMEABLE EN GENERAL",2008-01-25,,
29310.00.1,29310,BOTAS MILITARES,,,
29310.00.2,29310,"CALZADO N.C.P. IMPERMEABLE CON SUELA Y PALAS DE CAUCHO, O DE MATERIAS PLASTICAS, EXCEPTO CALZADO CON PUNTERA PROTECTORA DE METAL: BOTAS DE AGUA, DE NIEVE, DE PESCADOR, CHANCLOS IMPERMEABLES, CALZADO IMPERMEABLE EN GENERAL",,,
2932,293,CALZADO CON SUELA Y PALAS DE CAUCHO O MATERIAS PLASTICAS   EXCEPTO CALZADO IMPERMEABLE  CALZADO PARA DEPORTES Y CALZADO CON PUNTERA PROTECTORA DE METAL,2008-01-25,,
29320,2932,"CALZADO CON SUELA Y PALAS DE CAUCHO O MATERIAS PLASTICAS,  EXCEPTO CALZADO IMPERMEABLE, CALZADO PARA DEPORTES Y CALZADO CON PUNTERA PROTECTORA DE METAL",2008-01-25,,
29320,29320,"CALZADO DE OTROS TIPOS CON SUELA Y PALAS DE CAUCHO O MATERIAS PLASTICAS, EXCEPTO CALZADO IMPERMEABLE, CALZADO PARA DEPORTES Y CALZADO CON PUNTERA PROTECTORA DE METAL: CALZADO DOMESTICO, CHANCLETAS, PANTUFLAS, SANDALIAS, ZAPATILLAS, ETC., DE PLASTICO.",2008-01-25,,
29320.00.1,29320,CALZADO POLICIA,,,
29320.00.2,29320,ZAPATO DEPORTIVO,,,
2933,293,CALZADO CON PALAS DE CUERO  EXCEPTO CALZADO PARA DEPORTES  CALZADO CON PUNTERA PROTECTORA DE METAL Y CALZADO ESPECIAL DIVERSO,2008-01-25,,
29330,2933,"CALZADO CON PALAS DE CUERO, EXCEPTO CALZADO PARA DEPORTES, CALZADO CON PUNTERA PROTECTORA DE METAL Y CALZADO ESPECIAL DIVERSO",2008-01-25,,
29330,29330,"CALZADO, N.C.P. CON  PALAS  DE  CUERO Y SUELA DE CUERO REGENERADO Y SUELAS EXTERIORES DE CUERO: BOTAS DE PALAS, BOTAS DE MONTAR, BOTAS DE VAQUERO, CHINELAS, ESCARPINES, MOCASINES, PANTUFLAS, ZAPATOS DE BAILE, (EXCEPTO CALZADO PARA DEPORTES, CALZADO CON PUNTERAS DE PROTECCION DE METAL",2008-01-25,,
29330.00.1,29330,VIRAS,,,
29330.00.2,29330,ZAPATO DE CUERO,,,
29330.01,29330,"CALZADO  CON  PALAS  DE  CUERO NATURAL, ARTIFICIAL O REGENERADO, N.C.P.:  BOTAS, BOTAS DE EXCURSION, CHINELAS, PANTUFLAS, MOCASINES, ZAPATOS (EXCEPTO  CALZADO  PARA  DEPORTES, CALZADO  CON  PUNTERA PROTECTORA  DE  METAL  Y  CALZADO  ESPECIAL DIVERSO)",2008-01-25,,
29330.01.1,29330.01,CALZADO PARA PRECAMINADORES,,,
29330.01.2,29330.01,ZAPATO PARA BEBE,,,
29330.02,29330,CALZADO CON PUNTERA PROTECTORA DE METAL,2008-07-11,,
29330.02.1,29330.02,CALZADO INDUSTRIAL CON PUNTA DE ACERO,2008-07-11,,
2934,293,"CALZADO CON PALAS DE MATERIAS TEXTILES, EXCEPTO CALZADO PARA DEPORTES",2008-01-25,,
29340,2934,"CALZADO CON PALAS DE MATERIAS TEXTILES, EXCEPTO CALZADO PARA DEPORTES",2008-01-25,,
29340,29340,"CALZADO CON PALAS DE MATERIAS TEXTILES Y SUELA DE CAUCHO O MATERIALES PLASTICOS, EXCEPTO CALZADO PARA DEPORTES: BOTAS DE EXCURSION, CHANCLETAS, ZAPATILLAS, ETC.",2008-01-25,,
29340.00.1,29340,BOTINES,,,
29340.01,29340,"CALZADO CON PALAS DE MATERIAS TEXTILES Y SUELA DE CUERO NATURAL, ARTIFICIAL O REGENERADO, EXCEPTO CALZADO PARA DEPORTES: ZAPATILLAS DE BALLET, ZAPATILLAS DE DORMITORIO",2008-01-25,,
29340.01.1,29340.01,ZAPATOS COLEGIALES,,,
29340.01.2,29340.01,ZAPATO DE CALLE,,,
29340.09,29340,"OTRO CALZADO CON PALAS DE MATERIAS TEXTILES, N.C.P., EXCEPTO CALZADO PARA DEPORTES: ALPARGATAS, ESPARDENAS, ETC.",2008-01-25,,
29340.09.1,29340.09,"OTRO CALZADO CON PALAS DE MATERIAS TEXTILES, N.C.P., EXCEPTO CALZADO PARA DEPORTES: ALPARGATAS, ESPARDENAS, ETC.",,,
294,29,"CALZADO PARA DEPORTES, EXCEPTO BOTAS DE PATINAR SOBRE HIELO",2008-01-23,,
2941,294,BOTAS DE ESQUIAR  BOTAS PARA PLANCHAS DE NIEVE Y CALZADO DE ESQUIAR A CAMPO TRAVIESA,2008-01-25,,
29410,2941,"BOTAS DE ESQUIAR, BOTAS PARA PLANCHAS DE NIEVE Y CALZADO DE ESQUIAR A CAMPO TRAVIESA",2008-01-25,,
29410,29410,"BOTAS DE ESQUIAR Y CALZADO DE ESQUIAR A CAMPO TRAVIESA,  CON SUELAS Y PALAS DE CAUCHO O MATERIAS PLASTICAS",2008-01-25,,
29410.00.1,29410,"BOTAS DE ESQUIAR Y CALZADO DE ESQUIAR A CAMPO TRAVIESA,  CON SUELAS Y PALAS DE CAUCHO O MATERIAS PLASTICAS",,,
29410.01,29410,"BOTAS DE ESQUIAR Y CALZADO DE ESQUIAR A CAMPO TRAVIESA,  CON SUELAS DE CAUCHO, MATERIALES PLASTICOS, CUERO NATURAL, ARTIFICIAL O REGENERADO Y PALAS DE CUERO",2008-01-25,,
29410.01.1,29410.01,"BOTAS DE ESQUIAR Y CALZADO DE ESQUIAR A CAMPO TRAVIESA,  CON SUELAS DE CAUCHO, MATERIALES PLASTICOS, CUERO NATURAL, ARTIFICIAL O REGENERADO Y PALAS DE CUERO",,,
2942,294,ZAPATILLAS DE TENIS  ZAPATILLAS DE BALONCESTO  ZAPATILLAS DE GIMNASIA  ZAPATILLAS DE ENTRENAMIENTO Y ZAPATILLAS ANALOGAS,2008-01-25,,
29420,2942,"ZAPATILLAS DE TENIS, ZAPATILLAS DE BALONCESTO, ZAPATILLAS DE GIMNASIA, ZAPATILLAS DE ENTRENAMIENTO Y ZAPATILLAS ANALOGAS",2008-01-25,,
29420,29420,"ZAPATILLAS  DE  TENIS,  BALONCESTO,  GIMNASIA,  ZAPATILLAS  DE ENTRENAMIENTO  Y  OTRAS  ANALOGAS,  CON  SUELAS  DE  CAUCHO  O MATERIALES  PLASTICOS",2008-01-25,,
29420.00.1,29420,ZAPATO DE TENIS,,,
29420.00.2,29420,CAMISETA PARA MICROFUTBOL,,,
29420.00.3,29420,CAMISETA PARA BALONMANO,,,
2949,294,"OTRO CALZADO PARA DEPORTES, EXCEPTO BOTAS DE PATINAR SOBRE HIELO",2008-01-25,,
29490,2949,"OTRO CALZADO PARA DEPORTES, EXCEPTO BOTAS DE PATINAR SOBRE HIELO",2008-01-25,,
29490,29490,"CALZADO  PARA  DEPORTES  DE  OTROS  TIPOS,  CON  SUELAS  Y  PALAS DE CAUCHO  O  MATERIALES  PLASTICOS,  EXCEPTO  BOTAS  DE  ESQUIAR SOBRE   HIELO: BOTAS DE PATINAJE SOBRE HIELO, BOTAS DE PATINAJE SOBRE RUEDAS, ZAPATOS DE BOXEO, DE CICLISMO, DE LUCHA",2008-01-25,,
29490.00.1,29490,LAMINAS PARA SUELAS,,,
29490.00.2,29490,ZAPATILLA PARA CICLISMO,,,
29490.01,29490,"CALZADO  PARA  DEPORTES  DE  OTROS  TIPOS, CON  SUELAS DE CAUCHO, MATERIALES  PLASTICOS O CUERO NATURAL, ARTIFICIAL O REGENERADO Y PALAS DE CUERO,  EXCEPTO  BOTAS  DE  ESQUIAR  SOBRE HIELO: BOTAS DE BOXEO, DE FUTBOL, DE JOCKEY SOBRE HIELO, DE AEROBIC.",2008-01-25,,
29490.01.1,29490.01,SUELAS,,,
295,29,"OTROS TIPOS DE CALZADO, EXCEPTO CALZADO DE ASBESTO, CALZADO ORTOPEDICO Y BOTAS DE ESQUIAR SOBRE HIELO",2008-01-23,,
2951,295,CALZADO CON PUNTA PROTECTORA DE METAL,2008-01-25,,
29510,2951,CALZADO CON PUNTA PROTECTORA DE METAL,2008-01-25,,
29510,29510,"CALZADO CON PUNTA PROTECTORA DE METAL, IMPERMEABLE CON SUELA Y PALAS DE CAUCHO O MATERIALES PLASTICOS, EXCEPTO CALZADO PARA DEPORTES",2008-01-25,,
29510.00.1,29510,"CALZADO CON PUNTA PROTECTORA DE METAL, IMPERMEABLE CON SUELA Y PALAS DE CAUCHO O MATERIALES PLASTICOS, EXCEPTO CALZADO PARA DEPORTES",,,
29510.01,29510,"CALZADO CON PUNTA PROTECTORA DE METAL, CON SUELA Y PALAS DE CAUCHO O MATERIALES PLASTICOS, EXCEPTO CALZADO PARA DEPORTES",2008-01-25,,
29510.01.1,29510.01,"CALZADO CON PUNTA PROTECTORA DE METAL, CON SUELA Y PALAS DE CAUCHO O MATERIALES PLASTICOS, EXCEPTO CALZADO PARA DEPORTES",,,
29510.02,29510,"CALZADO CON PUNTA PROTECTORA DE METAL, CON SUELAS DE CAUCHO, MATERIALES PLASTICOS O CUERO NATURAL, ARTIFICIAL O REGENERADO Y PALAS DE CUERO, EXCEPTO CALZADO PARA DEPORTES",2008-01-25,,
29510.02.1,29510.02,"CALZADO CON PUNTA PROTECTORA DE METAL, CON SUELAS DE CAUCHO, MATERIALES PLASTICOS O CUERO NATURAL, ARTIFICIAL O REGENERADO Y PALAS DE CUERO, EXCEPTO CALZADO PARA DEPORTES",,,
2952,295,ZUECOS  CALZADO ESPECIAL DIVERSO Y OTROS TIPOS DE CALZADO N.C.P.,2008-01-25,,
29520,2952,"ZUECOS, CALZADO ESPECIAL DIVERSO Y OTROS TIPOS DE CALZADO N.C.P.",2008-01-25,,
29520,29520,"CALZADO CON SUELAS DE CUERO Y PALAS CONSISTENTES EN CORREAS DE CUERO SOBRE EL EMPEINE Y ALREDEDOR DEL DEDO GRANDE DEL PIE: CHAPPALS, SANDALIAS",2008-01-25,,
29520.00.1,29520,CALZADO DE CALLE,,,
29520.00.2,29520,ZAPATO PARA HOMBRES,,,
29520.01,29520,"CALZADO CONFECCIONADO SOBRE UNA BASE O PLATAFORMA DE MADERA, SIN PLANTILLA NI PUNTERA PROTECTORA DE METAL: ZUECOS DE MADERA CON PALAS DE CUERO, SANDALIAS DE MADERA CON PALAS DE CUERO",2008-01-25,,
29520.01.1,29520.01,ZAPATO PARA SERVICIOS,,,
29520.1,29520,"OTROS TIPO DE CALZADO N.C.P.: ALMADRENAS, CALZADO DE LINOLEO, DE FIELTRO, DE PAPEL DESECHABLE, CHANCLETAS DE FIELTRO, SANDALIAS CON SUELAS DE PAJA, CUERDA, CANAMO U OTRA MATERIA VEGETAL, ZAPATILLAS ZORIS, DE PAJA, ZAPATOS DE MADERA, DE NIEVE.",2008-01-25,,
29520.10.01,29520.1,TACONES,,,
29520.10.2,29520.1,ZAPATO CON TACON,,,
29520.10.3,29520.1,ZAPATO PARA DAMA,,,
296,29,"PARTES DE CALZADO, PLANTILLAS, TALONERAS Y ARTICULOS ANALOGOS; POLAINAS, CORTAS Y LARGAS Y ARTICULOS ANALOGOS Y SUS PARTES",2008-01-23,,
2960,296,PARTES DE CALZADO  PLANTILLAS  TALONERAS Y ARTICULOS ANALOGOS; POLAINAS CORTAS Y LARGAS Y ARTICULOS ANALOGOS Y SUS PARTES,2008-01-25,,
29600,2960,"PARTES DE CALZADO, PLANTILLAS, TALONERAS Y ARTICULOS ANALOGOS; POLAINAS CORTAS Y LARGAS Y ARTICULOS ANALOGOS Y SUS PARTES",2008-01-25,,
29600,29600,"PARTES  DE  CALZADO,  PLANTILLAS,  TALONERAS  Y  ARTICULOS ANALOGOS; POLAINAS  CORTAS Y  LARGAS  Y  ARTICULOS  ANALOGOS  Y SUS  PARTES:  ALZAS DE CALZADO,  ALMOHADILLAS  DE  TALON,  BASES DE  TACON,  PALAS, CLAVOS, TACHUELAS DE CALZADO,CONTRAFUERTES, PUNT",2008-01-25,,
29600.00.1,29600,PLANTILLAS,,,
